material,nominal_size,nominal_od,nominal_id,nominal_thickness,epsilon,selector_label,selector_value 
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,16.75,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,16.624,0.688,0.00015,- / - / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,16.376,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,16.25,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,16,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,15.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,15.75,1.125,0.00015,- / - / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,15.624,1.188,0.00015,- / - / 1.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,15.5,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.25,0.375,0.00015,STD / 20 / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19,0.5,0.00015,XS / 30 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.624,0.188,0.00015,- / 5 / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.5,0.25,0.00015,- / 10 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18.812,0.594,0.00015,- / 40 / 0.594,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18.376,0.812,0.00015,- / 60 / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17.938,1.031,0.00015,- / 80 / 1.031,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17.438,1.281,0.00015,- / 100 / 1.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17,1.5,0.00015,- / 120 / 1.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,16.5,1.75,0.00015,- / 140 / 1.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,16.062,1.969,0.00015,- / 160 / 1.969,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.562,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.376,0.312,0.00015,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.124,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,19.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18.876,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18.75,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18.624,0.688,0.00015,- / - / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18.5,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18.25,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18.124,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,18,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17.75,1.125,0.00015,- / - / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17.624,1.188,0.00015,- / - / 1.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17.5,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17.376,1.312,0.00015,- / - / 1.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,20.0,20,17.25,1.375,0.00015,- / - / 1.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.25,0.375,0.00015,STD / 20 / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21,0.5,0.00015,XS / 30 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.624,0.188,0.00015,- / 5 / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.5,0.25,0.00015,- / 10 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,20.25,0.875,0.00015,- / 60 / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,19.75,1.125,0.00015,- / 80 / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,19.25,1.375,0.00015,- / 100 / 1.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,18.75,1.625,0.00015,- / 120 / 1.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,18.25,1.875,0.00015,- / 140 / 1.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,17.75,2.125,0.00015,- / 160 / 2.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.562,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.376,0.312,0.00015,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.124,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,21.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,20.876,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,20.75,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,20.624,0.688,0.00015,- / - / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,20.5,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,20.376,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,20.124,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,20,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,19.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,19.624,1.188,0.00015,- / - / 1.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,19.5,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,19.376,1.312,0.00015,- / - / 1.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,19.124,1.438,0.00015,- / - / 1.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,22.0,22,19,1.5,0.00015,- / - / 1.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.25,0.375,0.00015,STD / 20 / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23,0.5,0.00015,XS / - / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.564,0.218,0.00015,- / 5 / 0.218,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.5,0.25,0.00015,- / 10 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22.876,0.562,0.00015,- / 30 / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22.624,0.688,0.00015,- / 40 / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22.062,0.969,0.00015,- / 60 / 0.969,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21.562,1.219,0.00015,- / 80 / 1.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,20.938,1.531,0.00015,- / 100 / 1.531,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,20.376,1.812,0.00015,- / 120 / 1.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,19.876,2.062,0.00015,- / 140 / 2.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,19.312,2.344,0.00015,- / 160 / 2.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.376,0.312,0.00015,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.124,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,23.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22.75,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22.5,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22.376,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22.25,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22.124,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,22,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21.75,1.125,0.00015,- / - / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21.624,1.188,0.00015,- / - / 1.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21.5,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21.376,1.312,0.00015,- / - / 1.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21.25,1.375,0.00015,- / - / 1.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21.124,1.438,0.00015,- / - / 1.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,21,1.5,0.00015,- / - / 1.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,24.0,24,20.876,1.562,0.00015,- / - / 1.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25.25,0.375,0.00015,STD / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25,0.5,0.00015,XS / 20 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25.376,0.312,0.00015,- / 10 / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25.5,0.25,0.00015,- / - / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25.124,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,26.0,26,25.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
